I (3198) APP: PIN 13, HIGH
I (4923) APP: PIN 13, HIGH
I (4923) APP: PIN 13, HIGH
I (4923) APP: PIN 13, HIGH
I (4924) APP: PIN 13, HIGH
I (4924) APP: PIN 13, HIGH
I (4924) APP: PIN 13, HIGH
I (4924) APP: PIN 13, HIGH
I (4925) APP: PIN 13, HIGH
I (4925) APP: PIN 13, HIGH
I (4925) APP: PIN 13, HIGH
I (4925) APP: PIN 13, HIGH
I (4926) APP: PIN 13, HIGH
I (4926) APP: PIN 13, HIGH
I (4926) APP: PIN 13, HIGH
I (4926) APP: PIN 13, HIGH
I (4926) APP: PIN 13, HIGH
I (4926) APP: PIN 13, HIGH
I (4927) APP: PIN 13, HIGH
I (4927) APP: PIN 13, HIGH
I (4927) APP: PIN 13, HIGH
I (4927) APP: PIN 13, HIGH
I (4928) APP: PIN 13, HIGH
I (4928) APP: PIN 13, HIGH
I (4928) APP: PIN 13, HIGH
I (4929) APP: PIN 13, HIGH
I (4929) APP: PIN 13, HIGH
I (4929) APP: PIN 13, HIGH
I (4929) APP: PIN 13, HIGH
I (4929) APP: PIN 13, HIGH
I (4930) APP: PIN 13, HIGH
I (4930) APP: PIN 13, HIGH
I (4930) APP: PIN 13, HIGH
I (4930) APP: PIN 13, HIGH
I (4930) APP: PIN 13, HIGH
I (4930) APP: PIN 13, HIGH
I (4931) APP: PIN 13, HIGH
I (4931) APP: PIN 13, HIGH
I (4931) APP: PIN 13, HIGH
I (4931) APP: PIN 13, HIGH
I (4931) APP: PIN 13, HIGH
I (4931) APP: PIN 13, HIGH
I (4932) APP: PIN 13, HIGH
I (4932) APP: PIN 13, HIGH
I (4932) APP: PIN 13, HIGH
I (4932) APP: PIN 13, HIGH
I (4932) APP: PIN 13, HIGH
I (4932) APP: PIN 13, HIGH
I (4933) APP: PIN 13, HIGH
I (4933) APP: PIN 13, HIGH
I (4933) APP: PIN 13, HIGH
I (4933) APP: PIN 13, HIGH
I (4934) APP: PIN 13, HIGH
I (4934) APP: PIN 13, HIGH
I (4934) APP: PIN 13, HIGH
I (4934) APP: PIN 13, HIGH
I (4935) APP: PIN 13, HIGH
I (4935) APP: PIN 13, HIGH
I (4935) APP: PIN 13, HIGH
I (4935) APP: PIN 13, HIGH
I (4936) APP: PIN 13, HIGH
I (4936) APP: PIN 13, HIGH
I (4936) APP: PIN 13, HIGH
I (4936) APP: PIN 13, HIGH
I (4937) APP: PIN 13, HIGH
I (4937) APP: PIN 13, HIGH
I (4937) APP: PIN 13, HIGH
I (4937) APP: PIN 13, HIGH
I (4937) APP: PIN 13, HIGH
I (4938) APP: PIN 13, HIGH
I (4938) APP: PIN 13, HIGH
I (4938) APP: PIN 13, HIGH
I (4938) APP: PIN 13, HIGH
I (4938) APP: PIN 13, HIGH
I (4939) APP: PIN 13, HIGH
I (4939) APP: PIN 13, HIGH
I (4939) APP: PIN 13, HIGH
I (4939) APP: PIN 13, HIGH
I (4940) APP: PIN 13, HIGH
I (4940) APP: PIN 13, HIGH
I (4941) APP: PIN 13, HIGH
I (4941) APP: PIN 13, HIGH
I (4941) APP: PIN 13, HIGH
I (4941) APP: PIN 13, HIGH
I (4941) APP: PIN 13, HIGH
I (4942) APP: PIN 13, HIGH
I (4942) APP: PIN 13, HIGH
I (4942) APP: PIN 13, HIGH
I (4942) APP: PIN 13, HIGH
I (4942) APP: PIN 13, HIGH
I (4943) APP: PIN 13, HIGH
I (4943) APP: PIN 13, HIGH
I (4943) APP: PIN 13, HIGH
I (4943) APP: PIN 13, HIGH
I (4944) APP: PIN 13, HIGH
I (4944) APP: PIN 13, HIGH
I (4944) APP: PIN 13, HIGH
I (4944) APP: PIN 13, HIGH
I (4945) APP: PIN 13, HIGH
I (4945) APP: PIN 13, HIGH
I (4945) APP: PIN 13, HIGH
I (4945) APP: PIN 13, HIGH
I (4945) APP: PIN 13, HIGH
I (4946) APP: PIN 13, HIGH
I (4946) APP: PIN 13, HIGH
I (4946) APP: PIN 13, HIGH
I (4946) APP: PIN 13, HIGH
I (4946) APP: PIN 13, HIGH
I (4946) APP: PIN 13, HIGH
I (4946) APP: PIN 13, HIGH
I (4946) APP: PIN 13, HIGH
I (4946) APP: PIN 13, HIGH
I (4947) APP: PIN 13, HIGH
I (4948) APP: PIN 13, HIGH
I (4948) APP: PIN 13, HIGH
I (4948) APP: PIN 13, HIGH
I (4948) APP: PIN 13, HIGH
I (4948) APP: PIN 13, HIGH
I (4949) APP: PIN 13, HIGH
I (4949) APP: PIN 13, HIGH
I (4949) APP: PIN 13, HIGH
I (4949) APP: PIN 13, HIGH
I (4949) APP: PIN 13, HIGH
I (4950) APP: PIN 13, HIGH
I (4950) APP: PIN 13, HIGH
I (4950) APP: PIN 13, HIGH
I (4950) APP: PIN 13, HIGH
I (4950) APP: PIN 13, HIGH
I (4951) APP: PIN 13, HIGH
I (4951) APP: PIN 13, HIGH
I (4951) APP: PIN 13, HIGH
I (4951) APP: PIN 13, HIGH
I (4952) APP: PIN 13, HIGH
I (4952) APP: PIN 13, HIGH
I (4952) APP: PIN 13, HIGH
I (4952) APP: PIN 13, HIGH
I (4952) APP: PIN 13, HIGH
I (4953) APP: PIN 13, HIGH
I (4953) APP: PIN 13, HIGH
I (4953) APP: PIN 13, HIGH
I (4953) APP: PIN 13, HIGH
I (4953) APP: PIN 13, HIGH
I (4954) APP: PIN 13, HIGH
I (4954) APP: PIN 13, HIGH
I (4954) APP: PIN 13, HIGH
I (4954) APP: PIN 13, HIGH
I (4954) APP: PIN 13, HIGH
I (4955) APP: PIN 13, HIGH
I (4955) APP: PIN 13, HIGH
I (4955) APP: PIN 13, HIGH
I (4955) APP: PIN 13, HIGH
I (4955) APP: PIN 13, HIGH
I (4956) APP: PIN 13, HIGH
I (4956) APP: PIN 13, HIGH
I (4956) APP: PIN 13, HIGH
I (4956) APP: PIN 13, HIGH
I (4957) APP: PIN 13, HIGH
I (4957) APP: PIN 13, HIGH
I (4957) APP: PIN 13, HIGH
I (4957) APP: PIN 13, HIGH
I (4957) APP: PIN 13, HIGH
I (4958) APP: PIN 13, HIGH
I (4958) APP: PIN 13, HIGH
I (4958) APP: PIN 13, HIGH
I (4958) APP: PIN 13, HIGH
I (4959) APP: PIN 13, HIGH
I (4959) APP: PIN 13, HIGH
I (4959) APP: PIN 13, HIGH
I (4959) APP: PIN 13, HIGH
I (4960) APP: PIN 13, HIGH
I (4960) APP: PIN 13, HIGH
I (4960) APP: PIN 13, HIGH
I (4960) APP: PIN 13, HIGH
I (4961) APP: PIN 13, HIGH
I (4961) APP: PIN 13, HIGH
I (4961) APP: PIN 13, HIGH
I (4962) APP: PIN 13, HIGH
I (4962) APP: PIN 13, HIGH
I (4962) APP: PIN 13, HIGH
I (4962) APP: PIN 13, HIGH
I (4962) APP: PIN 13, HIGH
I (4962) APP: PIN 13, HIGH
I (4963) APP: PIN 13, HIGH
I (4963) APP: PIN 13, HIGH
I (4963) APP: PIN 13, HIGH
I (4963) APP: PIN 13, HIGH
I (4963) APP: PIN 13, HIGH
I (4964) APP: PIN 13, HIGH
I (4964) APP: PIN 13, HIGH
I (4964) APP: PIN 13, HIGH
I (4964) APP: PIN 13, HIGH
I (4964) APP: PIN 13, HIGH
I (4965) APP: PIN 13, HIGH
I (4965) APP: PIN 13, HIGH
I (4965) APP: PIN 13, HIGH
I (4965) APP: PIN 13, HIGH
I (4965) APP: PIN 13, HIGH
I (4966) APP: PIN 13, HIGH
I (4966) APP: PIN 13, HIGH
I (4966) APP: PIN 13, HIGH
I (4966) APP: PIN 13, HIGH
I (4966) APP: PIN 13, HIGH
I (4967) APP: PIN 13, HIGH
I (4967) APP: PIN 13, HIGH
I (4967) APP: PIN 13, HIGH
I (4967) APP: PIN 13, HIGH
I (4967) APP: PIN 13, HIGH
I (4968) APP: PIN 13, HIGH
I (4968) APP: PIN 13, HIGH
I (4968) APP: PIN 13, HIGH
I (4968) APP: PIN 13, HIGH
I (4968) APP: PIN 13, HIGH
I (4969) APP: PIN 13, HIGH
I (4969) APP: PIN 13, HIGH
I (4969) APP: PIN 13, HIGH
I (4969) APP: PIN 13, HIGH
I (4970) APP: PIN 13, HIGH
I (4970) APP: PIN 13, HIGH
I (4970) APP: PIN 13, HIGH
I (4970) APP: PIN 13, HIGH
I (4971) APP: PIN 13, HIGH
I (4971) APP: PIN 13, HIGH
I (4971) APP: PIN 13, HIGH
I (4971) APP: PIN 13, HIGH
I (4971) APP: PIN 13, HIGH
I (4971) APP: PIN 13, HIGH
I (4972) APP: PIN 13, HIGH
I (4972) APP: PIN 13, HIGH
I (4972) APP: PIN 13, HIGH
I (4972) APP: PIN 13, HIGH
I (4972) APP: PIN 13, HIGH
I (4973) APP: PIN 13, HIGH
I (4973) APP: PIN 13, HIGH
I (4973) APP: PIN 13, HIGH
I (4973) APP: PIN 13, HIGH
I (4974) APP: PIN 13, HIGH
I (4974) APP: PIN 13, HIGH
I (4974) APP: PIN 13, HIGH
I (4974) APP: PIN 13, HIGH
I (4975) APP: PIN 13, HIGH
I (4975) APP: PIN 13, HIGH
I (4975) APP: PIN 13, HIGH
I (4975) APP: PIN 13, HIGH
I (4975) APP: PIN 13, HIGH
I (4976) APP: PIN 13, HIGH
I (4976) APP: PIN 13, HIGH
I (4976) APP: PIN 13, HIGH
I (4976) APP: PIN 13, HIGH
I (4976) APP: PIN 13, HIGH
I (4977) APP: PIN 13, HIGH
I (4977) APP: PIN 13, HIGH
I (4977) APP: PIN 13, HIGH
I (4977) APP: PIN 13, HIGH
I (4977) APP: PIN 13, HIGH
I (4977) APP: PIN 13, HIGH
I (4978) APP: PIN 13, HIGH
I (4978) APP: PIN 13, HIGH
I (4978) APP: PIN 13, HIGH
I (4978) APP: PIN 13, HIGH
I (4978) APP: PIN 13, HIGH
I (4979) APP: PIN 13, HIGH
I (4979) APP: PIN 13, HIGH
I (4979) APP: PIN 13, HIGH
I (4979) APP: PIN 13, HIGH
I (4980) APP: PIN 13, HIGH
I (4980) APP: PIN 13, HIGH
I (4980) APP: PIN 13, HIGH
I (4980) APP: PIN 13, HIGH
I (4980) APP: PIN 13, HIGH
I (4981) APP: PIN 13, HIGH
I (4981) APP: PIN 13, HIGH
I (4981) APP: PIN 13, HIGH
I (4981) APP: PIN 13, HIGH
I (4981) APP: PIN 13, HIGH
I (4982) APP: PIN 13, HIGH
I (4982) APP: PIN 13, HIGH
I (4982) APP: PIN 13, HIGH
I (4982) APP: PIN 13, HIGH
I (4982) APP: PIN 13, HIGH
I (4983) APP: PIN 13, HIGH
I (4983) APP: PIN 13, HIGH
I (4983) APP: PIN 13, HIGH
I (4984) APP: PIN 13, HIGH
I (4984) APP: PIN 13, HIGH
I (4984) APP: PIN 13, HIGH
I (4984) APP: PIN 13, HIGH
I (4985) APP: PIN 13, HIGH
I (4985) APP: PIN 13, HIGH
I (4985) APP: PIN 13, HIGH
I (4985) APP: PIN 13, HIGH
I (4985) APP: PIN 13, HIGH
I (4986) APP: PIN 13, HIGH
I (4986) APP: PIN 13, HIGH
I (4986) APP: PIN 13, HIGH
I (4986) APP: PIN 13, HIGH
I (4987) APP: PIN 13, HIGH
I (4987) APP: PIN 13, HIGH
I (4987) APP: PIN 13, HIGH
I (4987) APP: PIN 13, HIGH
I (4988) APP: PIN 13, HIGH
I (4988) APP: PIN 13, HIGH
I (4988) APP: PIN 13, HIGH
I (4989) APP: PIN 13, HIGH
I (4989) APP: PIN 13, HIGH
I (4989) APP: PIN 13, HIGH
I (4990) APP: PIN 13, HIGH
I (4990) APP: PIN 13, HIGH
I (4990) APP: PIN 13, HIGH
I (4990) APP: PIN 13, HIGH
I (4991) APP: PIN 13, HIGH
I (4991) APP: PIN 13, HIGH
I (4991) APP: PIN 13, HIGH
I (4991) APP: PIN 13, HIGH
I (4992) APP: PIN 13, HIGH
I (4992) APP: PIN 13, HIGH
I (4992) APP: PIN 13, HIGH
I (4992) APP: PIN 13, HIGH
I (4993) APP: PIN 13, HIGH
I (4993) APP: PIN 13, HIGH
I (4993) APP: PIN 13, HIGH
I (4993) APP: PIN 13, HIGH
I (4993) APP: PIN 13, HIGH
I (4994) APP: PIN 13, HIGH
I (4994) APP: PIN 13, HIGH
I (4994) APP: PIN 13, HIGH
I (4994) APP: PIN 13, HIGH
I (4994) APP: PIN 13, HIGH
I (4995) APP: PIN 13, HIGH
I (4995) APP: PIN 13, HIGH
I (4995) APP: PIN 13, HIGH
I (4995) APP: PIN 13, HIGH
I (4995) APP: PIN 13, HIGH
I (4995) APP: PIN 13, HIGH
I (4996) APP: PIN 13, HIGH
I (4996) APP: PIN 13, HIGH
I (4996) APP: PIN 13, HIGH
I (4996) APP: PIN 13, HIGH
I (4996) APP: PIN 13, HIGH
I (4997) APP: PIN 13, HIGH
I (4997) APP: PIN 13, HIGH
I (4997) APP: PIN 13, HIGH
I (4997) APP: PIN 13, HIGH
I (4997) APP: PIN 13, HIGH
I (4998) APP: PIN 13, HIGH
I (4998) APP: PIN 13, HIGH
I (4998) APP: PIN 13, HIGH
I (4998) APP: PIN 13, HIGH
I (4998) APP: PIN 13, HIGH
I (4999) APP: PIN 13, HIGH
I (4999) APP: PIN 13, HIGH
I (4999) APP: PIN 13, HIGH
I (4999) APP: PIN 13, HIGH
I (4999) APP: PIN 13, HIGH
I (5000) APP: PIN 13, HIGH
I (5000) APP: PIN 13, HIGH
I (5000) APP: PIN 13, HIGH
I (5000) APP: PIN 13, HIGH
I (5000) APP: PIN 13, HIGH
I (5001) APP: PIN 13, HIGH
I (5001) APP: PIN 13, HIGH
I (5001) APP: PIN 13, HIGH
I (5001) APP: PIN 13, HIGH
I (5001) APP: PIN 13, HIGH
I (5002) APP: PIN 13, HIGH
I (5002) APP: PIN 13, HIGH
I (5002) APP: PIN 13, HIGH
I (5002) APP: PIN 13, HIGH
I (5002) APP: PIN 13, HIGH
I (5002) APP: PIN 13, HIGH
I (5003) APP: PIN 13, HIGH
I (5003) APP: PIN 13, HIGH
I (5003) APP: PIN 13, HIGH
I (5003) APP: PIN 13, HIGH
I (5003) APP: PIN 13, HIGH
I (5004) APP: PIN 13, HIGH
I (5004) APP: PIN 13, HIGH
I (5004) APP: PIN 13, HIGH
I (5004) APP: PIN 13, HIGH
I (5004) APP: PIN 13, HIGH
I (5005) APP: PIN 13, HIGH
I (5005) APP: PIN 13, HIGH
I (5005) APP: PIN 13, HIGH
I (5005) APP: PIN 13, HIGH
I (5005) APP: PIN 13, HIGH
I (5006) APP: PIN 13, HIGH
I (5006) APP: PIN 13, HIGH
I (5006) APP: PIN 13, HIGH
I (5006) APP: PIN 13, HIGH
I (5006) APP: PIN 13, HIGH
I (5007) APP: PIN 13, HIGH
I (5007) APP: PIN 13, HIGH
I (5007) APP: PIN 13, HIGH
I (5007) APP: PIN 13, HIGH
I (5007) APP: PIN 13, HIGH
I (5008) APP: PIN 13, HIGH
I (5008) APP: PIN 13, HIGH
I (5008) APP: PIN 13, HIGH
I (5008) APP: PIN 13, HIGH
I (5008) APP: PIN 13, HIGH
I (5009) APP: PIN 13, HIGH
I (5009) APP: PIN 13, HIGH
I (5009) APP: PIN 13, HIGH
I (5009) APP: PIN 13, HIGH
I (5009) APP: PIN 13, HIGH
I (5010) APP: PIN 13, HIGH
I (5010) APP: PIN 13, HIGH
I (5010) APP: PIN 13, HIGH
I (5010) APP: PIN 13, HIGH
I (5010) APP: PIN 13, HIGH
I (5010) APP: PIN 13, HIGH
I (5011) APP: PIN 13, HIGH
I (5011) APP: PIN 13, HIGH
I (5011) APP: PIN 13, HIGH
I (5011) APP: PIN 13, HIGH
I (5011) APP: PIN 13, HIGH
I (5012) APP: PIN 13, HIGH
I (5012) APP: PIN 13, HIGH
I (5012) APP: PIN 13, HIGH
I (5012) APP: PIN 13, HIGH
I (5012) APP: PIN 13, HIGH
I (5013) APP: PIN 13, HIGH
I (5013) APP: PIN 13, HIGH
I (5013) APP: PIN 13, HIGH
I (5013) APP: PIN 13, HIGH
I (5013) APP: PIN 13, HIGH
I (5014) APP: PIN 13, HIGH
I (5014) APP: PIN 13, HIGH
I (5014) APP: PIN 13, HIGH
I (5014) APP: PIN 13, HIGH
I (5014) APP: PIN 13, HIGH
I (5015) APP: PIN 13, HIGH
I (5015) APP: PIN 13, HIGH
I (5015) APP: PIN 13, HIGH
I (5015) APP: PIN 13, HIGH
I (5015) APP: PIN 13, HIGH
I (5015) APP: PIN 13, HIGH
I (5016) APP: PIN 13, HIGH
I (5016) APP: PIN 13, HIGH
I (5016) APP: PIN 13, HIGH
I (5016) APP: PIN 13, HIGH
I (5016) APP: PIN 13, HIGH
I (5017) APP: PIN 13, HIGH
I (5017) APP: PIN 13, HIGH
I (5017) APP: PIN 13, HIGH
I (5017) APP: PIN 13, HIGH
I (5017) APP: PIN 13, HIGH
I (5018) APP: PIN 13, HIGH
I (5018) APP: PIN 13, HIGH
I (5018) APP: PIN 13, HIGH
I (5018) APP: PIN 13, HIGH
I (5018) APP: PIN 13, HIGH
I (5019) APP: PIN 13, HIGH
I (5019) APP: PIN 13, HIGH
I (5019) APP: PIN 13, HIGH
I (5019) APP: PIN 13, HIGH
I (5019) APP: PIN 13, HIGH
I (5020) APP: PIN 13, HIGH
I (5020) APP: PIN 13, HIGH
I (5020) APP: PIN 13, HIGH
I (5020) APP: PIN 13, HIGH
I (5020) APP: PIN 13, HIGH
I (5021) APP: PIN 13, HIGH
I (5021) APP: PIN 13, HIGH
I (5021) APP: PIN 13, HIGH
I (5021) APP: PIN 13, HIGH
I (5021) APP: PIN 13, HIGH
I (5021) APP: PIN 13, HIGH
I (5022) APP: PIN 13, HIGH
I (5022) APP: PIN 13, HIGH
I (5022) APP: PIN 13, HIGH
I (5022) APP: PIN 13, HIGH
I (5022) APP: PIN 13, HIGH
I (5023) APP: PIN 13, HIGH
I (5023) APP: PIN 13, HIGH
I (5023) APP: PIN 13, HIGH
I (5023) APP: PIN 13, HIGH
I (5023) APP: PIN 13, HIGH
I (5024) APP: PIN 13, HIGH
I (5024) APP: PIN 13, HIGH
I (5024) APP: PIN 13, HIGH
I (5024) APP: PIN 13, HIGH
I (5024) APP: PIN 13, HIGH
I (5025) APP: PIN 13, HIGH
I (5025) APP: PIN 13, HIGH
I (5025) APP: PIN 13, HIGH
I (5025) APP: PIN 13, HIGH
I (5025) APP: PIN 13, HIGH
I (5026) APP: PIN 13, HIGH
I (5026) APP: PIN 13, HIGH
I (5026) APP: PIN 13, HIGH
I (5026) APP: PIN 13, HIGH
I (5027) APP: PIN 13, HIGH
I (5027) APP: PIN 13, HIGH
I (5027) APP: PIN 13, HIGH
I (5027) APP: PIN 13, HIGH
I (5027) APP: PIN 13, HIGH
I (5027) APP: PIN 13, HIGH
I (5028) APP: PIN 13, HIGH
I (5028) APP: PIN 13, HIGH
I (5028) APP: PIN 13, HIGH
I (5028) APP: PIN 13, HIGH
I (5028) APP: PIN 13, HIGH
I (5029) APP: PIN 13, HIGH
I (5029) APP: PIN 13, HIGH
I (5029) APP: PIN 13, HIGH
I (5029) APP: PIN 13, HIGH
I (5029) APP: PIN 13, HIGH
I (5030) APP: PIN 13, HIGH
I (5030) APP: PIN 13, HIGH
I (5030) APP: PIN 13, HIGH
I (5030) APP: PIN 13, HIGH
I (5030) APP: PIN 13, HIGH
I (5031) APP: PIN 13, HIGH
I (5031) APP: PIN 13, HIGH
I (5031) APP: PIN 13, HIGH
I (5031) APP: PIN 13, HIGH
I (5031) APP: PIN 13, HIGH
I (5032) APP: PIN 13, HIGH
I (5032) APP: PIN 13, HIGH
I (5032) APP: PIN 13, HIGH
I (5032) APP: PIN 13, HIGH
I (5033) APP: PIN 13, HIGH
I (5033) APP: PIN 13, HIGH
I (5033) APP: PIN 13, HIGH
I (5033) APP: PIN 13, HIGH
I (5034) APP: PIN 13, HIGH
I (5034) APP: PIN 13, HIGH
I (5034) APP: PIN 13, HIGH
I (5035) APP: PIN 13, HIGH
I (5035) APP: PIN 13, HIGH
I (5035) APP: PIN 13, HIGH
I (5035) APP: PIN 13, HIGH
I (5035) APP: PIN 13, HIGH
I (5035) APP: PIN 13, HIGH
I (5036) APP: PIN 13, HIGH
I (5036) APP: PIN 13, HIGH
I (5036) APP: PIN 13, HIGH
I (5037) APP: PIN 13, HIGH
I (5037) APP: PIN 13, HIGH
I (5037) APP: PIN 13, HIGH
I (5037) APP: PIN 13, HIGH
I (5038) APP: PIN 13, HIGH
I (5038) APP: PIN 13, HIGH
I (5038) APP: PIN 13, HIGH
I (5038) APP: PIN 13, HIGH
I (5038) APP: PIN 13, HIGH
I (5039) APP: PIN 13, HIGH
I (5039) APP: PIN 13, HIGH
I (5039) APP: PIN 13, HIGH
I (5039) APP: PIN 13, HIGH
I (5039) APP: PIN 13, HIGH
I (5040) APP: PIN 13, HIGH
I (5040) APP: PIN 13, HIGH
I (5040) APP: PIN 13, HIGH
I (5040) APP: PIN 13, HIGH
I (5041) APP: PIN 13, HIGH
I (5041) APP: PIN 13, HIGH
I (5041) APP: PIN 13, HIGH
I (5041) APP: PIN 13, HIGH
I (5041) APP: PIN 13, HIGH
I (5041) APP: PIN 13, HIGH
I (5042) APP: PIN 13, HIGH
I (5042) APP: PIN 13, HIGH
I (5042) APP: PIN 13, HIGH
I (5042) APP: PIN 13, HIGH
I (5043) APP: PIN 13, HIGH
I (5043) APP: PIN 13, HIGH
I (5043) APP: PIN 13, HIGH
I (5043) APP: PIN 13, HIGH
I (5043) APP: PIN 13, HIGH
I (5043) APP: PIN 13, HIGH
I (5044) APP: PIN 13, HIGH
I (5044) APP: PIN 13, HIGH
I (5045) APP: PIN 13, HIGH
I (5045) APP: PIN 13, HIGH
I (5045) APP: PIN 13, HIGH
I (5045) APP: PIN 13, HIGH
I (5045) APP: PIN 13, HIGH
I (5046) APP: PIN 13, HIGH
I (5046) APP: PIN 13, HIGH
I (5046) APP: PIN 13, HIGH
I (5046) APP: PIN 13, HIGH
I (5046) APP: PIN 13, HIGH
I (5047) APP: PIN 13, HIGH
I (5047) APP: PIN 13, HIGH
I (5047) APP: PIN 13, HIGH
I (5047) APP: PIN 13, HIGH
I (5047) APP: PIN 13, HIGH
I (5048) APP: PIN 13, HIGH
I (5048) APP: PIN 13, HIGH
I (5048) APP: PIN 13, HIGH
I (5048) APP: PIN 13, HIGH
I (5048) APP: PIN 13, HIGH
I (5048) APP: PIN 13, HIGH
I (5049) APP: PIN 13, HIGH
I (5049) APP: PIN 13, HIGH
I (5049) APP: PIN 13, HIGH
I (5049) APP: PIN 13, HIGH
I (5049) APP: PIN 13, HIGH
I (5050) APP: PIN 13, HIGH
I (5050) APP: PIN 13, HIGH
I (5050) APP: PIN 13, HIGH
I (5050) APP: PIN 13, HIGH
I (5050) APP: PIN 13, HIGH
I (5051) APP: PIN 13, HIGH
I (5051) APP: PIN 13, HIGH
I (5051) APP: PIN 13, HIGH
I (5051) APP: PIN 13, HIGH
I (5051) APP: PIN 13, HIGH
I (5052) APP: PIN 13, HIGH
I (5052) APP: PIN 13, HIGH
I (5052) APP: PIN 13, HIGH
I (5052) APP: PIN 13, HIGH
I (5052) APP: PIN 13, HIGH
I (5053) APP: PIN 13, HIGH
I (5053) APP: PIN 13, HIGH
I (5053) APP: PIN 13, HIGH
I (5053) APP: PIN 13, HIGH
I (5053) APP: PIN 13, HIGH
I (5054) APP: PIN 13, HIGH
I (5054) APP: PIN 13, HIGH
I (5054) APP: PIN 13, HIGH
I (5054) APP: PIN 13, HIGH
I (5054) APP: PIN 13, HIGH
I (5054) APP: PIN 13, HIGH
I (5055) APP: PIN 13, HIGH
I (5055) APP: PIN 13, HIGH
I (5055) APP: PIN 13, HIGH
I (5055) APP: PIN 13, HIGH
I (5055) APP: PIN 13, HIGH
I (5056) APP: PIN 13, HIGH
I (5056) APP: PIN 13, HIGH
I (5056) APP: PIN 13, HIGH
I (5056) APP: PIN 13, HIGH
I (5057) APP: PIN 13, HIGH
I (5057) APP: PIN 13, HIGH
I (5057) APP: PIN 13, HIGH
I (5057) APP: PIN 13, HIGH
I (5057) APP: PIN 13, HIGH
I (5058) APP: PIN 13, HIGH
I (5058) APP: PIN 13, HIGH
I (5058) APP: PIN 13, HIGH
I (5058) APP: PIN 13, HIGH
I (5059) APP: PIN 13, HIGH
I (5059) APP: PIN 13, HIGH
I (5059) APP: PIN 13, HIGH
I (5059) APP: PIN 13, HIGH
I (5060) APP: PIN 13, HIGH
I (5060) APP: PIN 13, HIGH
I (5060) APP: PIN 13, HIGH
I (5060) APP: PIN 13, HIGH
I (5060) APP: PIN 13, HIGH
I (5061) APP: PIN 13, HIGH
I (5061) APP: PIN 13, HIGH
I (5061) APP: PIN 13, HIGH
I (5061) APP: PIN 13, HIGH
I (5061) APP: PIN 13, HIGH
I (5062) APP: PIN 13, HIGH
I (5062) APP: PIN 13, HIGH
I (5062) APP: PIN 13, HIGH
I (5062) APP: PIN 13, HIGH
I (5062) APP: PIN 13, HIGH
I (5063) APP: PIN 13, HIGH
I (5063) APP: PIN 13, HIGH
I (5063) APP: PIN 13, HIGH
I (5063) APP: PIN 13, HIGH
I (5063) APP: PIN 13, HIGH
I (5064) APP: PIN 13, HIGH
I (5064) APP: PIN 13, HIGH
I (5064) APP: PIN 13, HIGH
I (5064) APP: PIN 13, HIGH
I (5065) APP: PIN 13, HIGH
I (5065) APP: PIN 13, HIGH
I (5065) APP: PIN 13, HIGH
I (5065) APP: PIN 13, HIGH
I (5066) APP: PIN 13, HIGH
I (5066) APP: PIN 13, HIGH
I (5066) APP: PIN 13, HIGH
I (5066) APP: PIN 13, HIGH
I (5067) APP: PIN 13, HIGH
I (5067) APP: PIN 13, HIGH
I (5067) APP: PIN 13, HIGH
I (5067) APP: PIN 13, HIGH
I (5067) APP: PIN 13, HIGH
I (5068) APP: PIN 13, HIGH
I (5068) APP: PIN 13, HIGH
I (5068) APP: PIN 13, HIGH
I (5068) APP: PIN 13, HIGH
I (5068) APP: PIN 13, HIGH
I (5069) APP: PIN 13, HIGH
I (5069) APP: PIN 13, HIGH
I (5069) APP: PIN 13, HIGH
I (5069) APP: PIN 13, HIGH
I (5069) APP: PIN 13, HIGH
I (5070) APP: PIN 13, HIGH
I (5070) APP: PIN 13, HIGH
I (5070) APP: PIN 13, HIGH
I (5070) APP: PIN 13, HIGH
I (5070) APP: PIN 13, HIGH
I (5071) APP: PIN 13, HIGH
I (5071) APP: PIN 13, HIGH
I (5071) APP: PIN 13, HIGH
I (5071) APP: PIN 13, HIGH
I (5071) APP: PIN 13, HIGH
I (5072) APP: PIN 13, HIGH
I (5072) APP: PIN 13, HIGH
I (5072) APP: PIN 13, HIGH
I (5072) APP: PIN 13, HIGH
I (5072) APP: PIN 13, HIGH
I (5072) APP: PIN 13, HIGH
I (5073) APP: PIN 13, HIGH
I (5073) APP: PIN 13, HIGH
I (5073) APP: PIN 13, HIGH
I (5073) APP: PIN 13, HIGH
I (5073) APP: PIN 13, HIGH
I (5074) APP: PIN 13, HIGH
I (5074) APP: PIN 13, HIGH
I (5074) APP: PIN 13, HIGH
I (5074) APP: PIN 13, HIGH
I (5074) APP: PIN 13, HIGH
I (5075) APP: PIN 13, HIGH
I (5075) APP: PIN 13, HIGH
I (5075) APP: PIN 13, HIGH
I (5075) APP: PIN 13, HIGH
I (5075) APP: PIN 13, HIGH
I (5076) APP: PIN 13, HIGH
I (5076) APP: PIN 13, HIGH
I (5076) APP: PIN 13, HIGH
I (5076) APP: PIN 13, HIGH
I (5076) APP: PIN 13, HIGH
I (5077) APP: PIN 13, HIGH
I (5077) APP: PIN 13, HIGH
I (5077) APP: PIN 13, HIGH
I (5077) APP: PIN 13, HIGH
I (5077) APP: PIN 13, HIGH
I (5078) APP: PIN 13, HIGH
